id,created_at,text
854488566365376512,2017-04-19 00:15:24,"b'RT @futureofprivacy: .@amazonecho, are you spying on me? \xe2\x80\x9cI only send audio back to @amazon when you say the \xe2\x80\x98wake\xe2\x80\x99 word.\xe2\x80\x9d Check it out at\xe2\x80\xa6'"
854488508962148353,2017-04-19 00:15:10,b'Your guests can now get the wifi password using their favorite virtual butler. #AmazonAlexa #AmazonEcho\xe2\x80\xa6 https://t.co/7WvK0ZrzpJ'
854488306138198018,2017-04-19 00:14:22,"b'RT @thenaran_: Build your own inexpensive smart doorbell with our latest @instructables\nCombine @Raspberry_Pi, @amazonecho &amp; Push \nhttps://\xe2\x80\xa6'"
854487736908218368,2017-04-19 00:12:06,"b'.@amazonecho Related - when a device won\'t connect to a wireless network, ""Disable your firewall"" isn\'t a good trou\xe2\x80\xa6 https://t.co/HHwFcZMeJC'"
854486983997083649,2017-04-19 00:09:07,b'. @amazonecho I have a 6mo old Dot w/ error 7:3:4:0:1 and your second-level support just hung up. How do I go about getting a replacement?'
854484652299608064,2017-04-18 23:59:51,b'@myerod You guys really need to Z-Wave this so I can control with @TheWinkApp via @amazonecho'
854482440873758720,2017-04-18 23:51:04,"b'Rainy days and ""Alexa""..... #offthecouch #echo #amazonecho #sweetdancemoves #dance #boys\xe2\x80\xa6 https://t.co/7MBzGpGquN'"
854481455132680193,2017-04-18 23:47:09,b'Cant wait for this! #iot #ai @amazon @amazonecho #alexa @NABShow #dfx #nabfutures https://t.co/AgRy7Ix6Pg'
854478433686081541,2017-04-18 23:35:08,"b'RT @futureofprivacy: .@amazonecho, are you spying on me? \xe2\x80\x9cI only send audio back to @amazon when you say the \xe2\x80\x98wake\xe2\x80\x99 word.\xe2\x80\x9d Check it out at\xe2\x80\xa6'"
854478296079368192,2017-04-18 23:34:35,"b'.amazonecho, are you spying on me? \xe2\x80\x9cI only send audio back to amazon when you say the \xe2\x80\x98wake\xe2\x80\x99 word.\xe2\x80\x9d Check it out\xe2\x80\xa6 https://t.co/lZBZi9BgIe'"
854477193694638080,2017-04-18 23:30:13,"b'.@amazonecho, are you spying on me? \xe2\x80\x9cI only send audio back to @amazon when you say the \xe2\x80\x98wake\xe2\x80\x99 word.\xe2\x80\x9d Check it out\xe2\x80\xa6 https://t.co/1upVWs22Hc'"
854476939230367750,2017-04-18 23:29:12,"b""@SeahawkBlue81 @amazonecho I've accepted it"""
854475262834200577,2017-04-18 23:22:32,b'@hltnmnt @amazonecho Rawr! We know you like em with a bit of sass. Go on you \xf0\x9f\x98\x89 https://t.co/RoHX5oGUHy'
854474758330646533,2017-04-18 23:20:32,"b""@D41XY One day @amazonecho will pick up that I'm a bully and she'll get sassy?\xf0\x9f\x98\x8f"""
854474597470797824,2017-04-18 23:19:54,b'@Ian_Md11 @amazonecho You realize nobody will hire you..?'
854474540537098240,2017-04-18 23:19:40,b'RT @Speak2Alexa: The best #IFTTT recipes for your #smarthome...\n \nLINK: https://t.co/7Dz5lXmkr5\n \n#AmazonEcho #IoT #VirtualAssistant #Autom\xe2\x80\xa6'
854474423994331136,2017-04-18 23:19:12,b'RT @matthewvose: So Alexa on @amazonecho might have struggled with putting together a shopping list tonight. #Alexa #AmazonEcho #LimaBeans\xe2\x80\xa6'
854474186881937408,2017-04-18 23:18:16,b'So Alexa on @amazonecho might have struggled with putting together a shopping list tonight. #Alexa #AmazonEcho\xe2\x80\xa6 https://t.co/DEaoB7BKF9'
854468048241217537,2017-04-18 22:53:52,"b'RT @amazonecho: Amazon Echo spielt Deine Musik, liest H\xc3\xb6rb\xc3\xbccher, liefert Nachrichten, Wetterinformationen und vieles mehr #FragAlexa https:\xe2\x80\xa6'"
854467983434850304,2017-04-18 22:53:37,b'Learn how @amazonecho and @RentlyKeyless work together to provide smart home voice control to renters. https://t.co/sPeXlDcG4Z'
854465986048573443,2017-04-18 22:45:40,b'@amazonecho And I get a answer from Siri and google AI'
854465469859934212,2017-04-18 22:43:37,"b""I asked @amazonecho to hire me for a job. She didn't understand my question \xf0\x9f\x98\x94 womp"""
854465269003042816,2017-04-18 22:42:49,"b'@amazonecho why can\'t I get a answer to a simple question ""what is the standings for the white Sox""'"
854463071682609152,2017-04-18 22:34:06,"b'RT @thedavedev: Announcing New Alexa Skill Builder (Beta), a Tool for Creating Skills https://t.co/RjyVJwXtUV #AmazonEcho #IoT #GameDev #Vo\xe2\x80\xa6'"
854462998529933312,2017-04-18 22:33:48,"b'RT @Speak2Alexa: #University tech / #programming #students, Amazon has started a #AmazonEcho skill building #contest for you..\n\nLINK: https\xe2\x80\xa6'"
854462253340471296,2017-04-18 22:30:50,"b'Watch \xe2\x80\x9cNewSpeak ""How it Works"" Video\xe2\x80\x9d on #Vimeo #Alexa #Lex #Echo #AmazonEcho #AmazonAlexa #GoogleHome https://t.co/yQhIzGR9VV'"
854462106556657664,2017-04-18 22:30:15,b'RT @Speak2Alexa: How to craft your own custom voice commands for #AmazonEcho using #IFTTT..\n \nLINK: https://t.co/lDoJZQSMJs\n \n#IoT #SmartHo\xe2\x80\xa6'
854458831450939392,2017-04-18 22:17:15,b'RT @turtlewiz2016: \xe7\x99\xba\xe9\x81\x94\xe9\x9a\x9c\xe5\xae\xb3\xe3\x81\xae\xe5\xad\x90\xe3\x81\xab\xe5\xa3\xb0\xe3\x81\x8c\xe3\x81\x91\xe3\x81\x97\xe3\x81\xa6\xe5\x8a\xa9\xe3\x81\x91\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x82\x8b\xe8\xa3\x85\xe7\xbd\xae -\xe3\x81\x9f\xe3\x83\xbc\xe3\x81\xa8\xe3\x82\x8b\xe3\x81\x86\xe3\x81\x83\xe3\x81\x9a \xe8\x89\xaf\xe8\xb3\xaa\xe3\x81\xaa\xe7\xa6\x8f\xe7\xa5\x89\xe4\xbd\x9c\xe6\xa5\xad\xe6\x89\x80\xe3\x81\xae\xe3\x83\x8f\xe3\x83\xb3\xe3\x83\x89\xe3\x83\xa1\xe3\x82\xa4\xe3\x83\x89- #AmazonEcho #\xe7\x99\xba\xe9\x81\x94\xe9\x9a\x9c\xe5\xae\xb3 #\xe7\x9f\xa5\xe7\x9a\x84\xe9\x9a\x9c\xe5\xae\xb3 #\xe7\xa0\x94\xe7\xa9\xb6 #\xe8\x87\xaa\xe9\x96\x89\xe7\x97\x87 \xe7\xb1\xb3\xe5\x9b\xbd\xe7\x96\xbe\xe7\x97\x85\xe4\xba\x88\xe9\x98\xb2\xe7\xae\xa1\xe7\x90\x86\xe3\x82\xbb\xe3\x83\xb3\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xae2014\xe5\xb9\xb4\xe3\x81\xae\xe7\x99\xba\xe8\xa1\xa8\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8c\xe3\x81\xb0\xe3\x80\x81\xe7\xb1\xb3\xe5\x9b\xbd\xe3\x81\xae\xe5\xad\x90 ... https\xe2\x80\xa6'
854458461223919616,2017-04-18 22:15:46,b'so #BeingSingleMeans more time with your @amazonecho? We think so! Dress Up Alexa with VAUX for your #Echodot\xe2\x80\xa6 https://t.co/yVtk3750aI'
854458343582298117,2017-04-18 22:15:18,b'RT @glasgowspark1: Installed in a customers house earlier @NestUK_ &amp; @amazonecho #nest #Alexa #glasgow #nestthermostat https://t.co/1n6NZhy\xe2\x80\xa6'
854458200489328640,2017-04-18 22:14:44,b'RT @Speak2Alexa: How to hear your #AmazonEcho recordings (&amp; delete them too!). Pretty sure we all know this..\n \nLINK: https://t.co/2fczsOaX\xe2\x80\xa6'
854458046281646081,2017-04-18 22:14:07,"b'@karenhunter  when you have @amazonecho Alexia and then Karen has an Interview discussing Alexia.    Lights turn-on, doors unlock \xf0\x9f\xa4\xa3'"
854456896425787393,2017-04-18 22:09:33,b'Installed in a customers house earlier @NestUK_ &amp; @amazonecho #nest #Alexa #glasgow #nestthermostat https://t.co/1n6NZhyczw'
854455155407847424,2017-04-18 22:02:38,b'Thanks again @karenhunter @SXMUrbanView for having me on the show to talk @dashmobile @amazonecho @BurgerKing\xe2\x80\xa6 https://t.co/Q2OGUZc714'
854455104677842946,2017-04-18 22:02:26,"b'@amazonecho after failing to understand half the album and song names I say, realized Amazon Music needs a ""play on my echo"" option'"
854454881020784642,2017-04-18 22:01:33,b'RT @amazonecho: Forget the 5-second rule. #JustAsk Alexa to order a pizza with Echo Dot for just $49.99. https://t.co/3x6zwp1PW3'
854454669489434626,2017-04-18 22:00:42,b'RT @Vidiemmesrl: #AmazonEcho non solo #smarthome: dona #accessibilit\xc3\xa0 alle persone disabili https://t.co/QSzX5zqg0G https://t.co/OMSIBoCn2O'
854453505876033536,2017-04-18 21:56:05,b'@amazonecho Any chance we will get @SIRIUSXM through Alexa anytime soon...please???'
854453437982953472,2017-04-18 21:55:49,b'\xe7\x99\xba\xe9\x81\x94\xe9\x9a\x9c\xe5\xae\xb3\xe3\x81\xae\xe5\xad\x90\xe3\x81\xab\xe5\xa3\xb0\xe3\x81\x8c\xe3\x81\x91\xe3\x81\x97\xe3\x81\xa6\xe5\x8a\xa9\xe3\x81\x91\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x82\x8b\xe8\xa3\x85\xe7\xbd\xae -\xe3\x81\x9f\xe3\x83\xbc\xe3\x81\xa8\xe3\x82\x8b\xe3\x81\x86\xe3\x81\x83\xe3\x81\x9a \xe8\x89\xaf\xe8\xb3\xaa\xe3\x81\xaa\xe7\xa6\x8f\xe7\xa5\x89\xe4\xbd\x9c\xe6\xa5\xad\xe6\x89\x80\xe3\x81\xae\xe3\x83\x8f\xe3\x83\xb3\xe3\x83\x89\xe3\x83\xa1\xe3\x82\xa4\xe3\x83\x89- #AmazonEcho #\xe7\x99\xba\xe9\x81\x94\xe9\x9a\x9c\xe5\xae\xb3 #\xe7\x9f\xa5\xe7\x9a\x84\xe9\x9a\x9c\xe5\xae\xb3 #\xe7\xa0\x94\xe7\xa9\xb6 #\xe8\x87\xaa\xe9\x96\x89\xe7\x97\x87 \xe7\xb1\xb3\xe5\x9b\xbd\xe7\x96\xbe\xe7\x97\x85\xe4\xba\x88\xe9\x98\xb2\xe7\xae\xa1\xe7\x90\x86\xe3\x82\xbb\xe3\x83\xb3\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xae2014\xe5\xb9\xb4\xe3\x81\xae\xe7\x99\xba\xe8\xa1\xa8\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8c\xe3\x81\xb0\xe3\x80\x81\xe7\xb1\xb3\xe5\x9b\xbd\xe3\x81\xae\xe5\xad\x90 ...\xe2\x80\xa6 https://t.co/iI4rGjv2WM'
854450677216628741,2017-04-18 21:44:51,"b""RT @roser1dozer: @amazonecho No, get rid of all Trump products. It's getting easier not to shop with you #GrabYourWallet"""
854450477332930569,2017-04-18 21:44:03,b'RT @Werner: The new Echosim\xe2\x80\x99s Developer Console is awesome. #alexa #AmazonEcho #VoiceDesign https://t.co/OsuehjKbLy https://t.co/Xao2rBpmI2'
854449404048269313,2017-04-18 21:39:47,b'RT @BillAdairDuke: Listen to our frustrations as the @ReportersLab tests our Share the Facts app for @amazonecho https://t.co/I6g4LMzSeo'
854449335756615680,2017-04-18 21:39:31,b'Listen to our frustrations as the @ReportersLab tests our Share the Facts app for @amazonecho https://t.co/I6g4LMzSeo'
854441670313725955,2017-04-18 21:09:03,b'RT @coolkatkevinhi: Put your smoker on cruise control  @amazonecho @amazonalexa @flamebosssmokes #bbq https://t.co/y7JWQaWea0 https://t.co/\xe2\x80\xa6'
854439691382210560,2017-04-18 21:01:11,b'Someone is watching. Not @Siri @amazonecho or @alexadevs but #Jesus. He sees everything we do and He loves us anyway\nhttps://t.co/gDuSrUBznG'
854439138707124224,2017-04-18 20:59:00,b'@2BlindMarketers tells how they see the marketing world and help small business owners.  #amazonecho @michaelblaes https://t.co/rNM7ZRoTKF'
854438301352157184,2017-04-18 20:55:40,b'RT @Policy_360: New episode features developers of a political fact-checking app for the @amazonecho \n@ReportersLab @BillAdairDuke \nhttps:/\xe2\x80\xa6'
854438254678073346,2017-04-18 20:55:29,b'@JohnWLewis Wonder if you can swim and construct a book via @amazonecho at the same time? #DigiBlogChat I definitely must'
854438226706169859,2017-04-18 20:55:22,b'RT @Policy_360: New episode features developers of a political fact-checking app for the @amazonecho \n@ReportersLab @BillAdairDuke \nhttps:/\xe2\x80\xa6'
854438182951292928,2017-04-18 20:55:12,"b'RT @amazonecho: Amazon Echo Dot spielt Musik, liest H\xc3\xb6rb\xc3\xbccher, liefert Nachrichten, Wetterinformationen und vieles mehr #FragAlexa https://\xe2\x80\xa6'"
854438171903275008,2017-04-18 20:55:09,b'RT @Ekus: @ALASKANJACKSON #AmazonEcho a year ago and this WiFi RGB LED controller for $15 (!!!) a week ago https://t.co/nbhGVCQ0Po https://\xe2\x80\xa6'
854436112038809600,2017-04-18 20:46:58,b'@ALASKANJACKSON #AmazonEcho a year ago and this WiFi RGB LED controller for $15 (!!!) a week ago\xe2\x80\xa6 https://t.co/wwskJJOwB1'
854434239693156353,2017-04-18 20:39:32,"b""Come on @amazon - that's an easy one to catch... https://t.co/HYkAMmO1fL"""
854433990660558849,2017-04-18 20:38:32,b'RT @schenklklopfer: Es ist offiziell!\nFrankfurt liegt in Bayern!\n#alexa #AmazonEcho https://t.co/uQDVc2mpFR'
854433957064187905,2017-04-18 20:38:24,"b'""Alexa, play Mothership by Led Zeppelin.""\n""Playing Mothership Remastered by L.E.D. Zeppelin.""\n\nNooooooo, you\'re doing it wrong @amazonecho'"
854433237023764481,2017-04-18 20:35:32,"b'wenn sich der @amazonecho mit dem @raumfeld Connector verbinden lie\xc3\x9fe, w\xc3\xa4re VIELES einfacher ! https://t.co/I4oDjV9HZq'"
854433204316639232,2017-04-18 20:35:25,b'RT @schenklklopfer: Es ist offiziell!\nFrankfurt liegt in Bayern!\n#alexa #AmazonEcho https://t.co/uQDVc2mpFR'
854433185861644288,2017-04-18 20:35:20,b'Es ist offiziell!\nFrankfurt liegt in Bayern!\n#alexa #AmazonEcho https://t.co/uQDVc2mpFR'
854433146888220672,2017-04-18 20:35:11,b'RT @Commvault: We\xe2\x80\x99re excited to be at #AWSSummit in #SF today &amp; tomorrow. Stop by booth #1849 for your chance to win an @amazonecho https:/\xe2\x80\xa6'
854432195150323712,2017-04-18 20:31:24,b'@TeufelAudio .\n@TeufelSpeakers \n@LogitechHarmony .\n@amazonecho .\n@amazon .\n@raumfeld @Connector nicht mit o.g. komp\xe2\x80\xa6 https://t.co/oY6XoLtkJn'
854432003340476417,2017-04-18 20:30:38,"b""When I eventually switch to smart lighting, if @IKEAUSA's tr\xc3\xa5dfri works with @amazonecho I don't know if I'll get that or Philips @tweethue"""
854432001235054592,2017-04-18 20:30:38,b'@TeufelAudio .\n@TeufelSpeakers \n@LogitechHarmony .\n@amazonecho .\n@amazon .\n@raumfeld @Connector nicht mit o.g. komp\xe2\x80\xa6 https://t.co/NquZo7z1va'
854431439189946369,2017-04-18 20:28:24,b'@TeufelAudio .\n@TeufelSpeakers \n@LogitechHarmony .\n@amazonecho .\n@amazon .\n@raumfeld @Connector nicht mit o.g. kompatibel\xf0\x9f\x98\x95\nDanke f\xc3\xbcr Tipps\xf0\x9f\x98\x89'
854429472090730497,2017-04-18 20:20:35,"b'9 Useful Amazon Alexa Skills You Should Know for Echo, Dot, Tap &amp; Fire TV: https://t.co/8JNxyoyYxR #alexa\xe2\x80\xa6 https://t.co/LCoVl3bnsh'"
854427946727202817,2017-04-18 20:14:31,b'RT @TeamAtomsJoey: We need Amazon Echo for Tesla cars @elonmusk #AmazonEcho #Tesla'
854427075301736449,2017-04-18 20:11:03,b'We need Amazon Echo for Tesla cars @elonmusk #AmazonEcho #Tesla'
854424558115442690,2017-04-18 20:01:03,b'RT @Werner: The new Echosim\xe2\x80\x99s Developer Console is awesome. #alexa #AmazonEcho #VoiceDesign https://t.co/OsuehjKbLy https://t.co/Xao2rBpmI2'
854424435545210881,2017-04-18 20:00:34,b'We\xe2\x80\x99re excited to be at #AWSSummit in #SF today &amp; tomorrow. Stop by booth #1849 for your chance to win an\xe2\x80\xa6 https://t.co/NtNFM0R3SU'
854424299595218945,2017-04-18 20:00:02,b'@alexadevs - #AlexaSkills kit tutorials for #Ruby #developers https://t.co/3KCSrQZCac #AmazonEcho #smarthome #IoT https://t.co/Vml1VDDGrf'
854423898963816448,2017-04-18 19:58:26,"b'RT @Ninety7life: ""Alexa, play the #TaxDay Playlist on @Spotify "" #VAUX thoughtfully designed. Amplify your tunes to get through this Tax Da\xe2\x80\xa6'"
854423636220014592,2017-04-18 19:57:23,b'RT @ProfiseeMDM: Join @ProfiseeMDM this Saturday 4.22.17.  Be sure and stop by to enter and win @amazonecho dot.  #NextGenMDM #sqlsat621 #s\xe2\x80\xa6'
854423550664491008,2017-04-18 19:57:03,"b'""Alexa, play the #TaxDay Playlist on @Spotify "" #VAUX thoughtfully designed. Amplify your tunes to get through this\xe2\x80\xa6 https://t.co/Ja5jT51X3u'"
854421877875511296,2017-04-18 19:50:24,"b'RT @jjaquinta: Anyone want to be on the beta for Six Swords, a fantasy RPG for #AmazonEcho #Alexa ? Send your e-mail to jo_auto@111george.c\xe2\x80\xa6'"
854421791619657728,2017-04-18 19:50:04,b'New episode features developers of a political fact-checking app for the @amazonecho \n@ReportersLab @BillAdairDuke \nhttps://t.co/2jbULuxzXE'
854421293587943429,2017-04-18 19:48:05,"b'Anyone want to be on the beta for Six Swords, a fantasy RPG for #AmazonEcho #Alexa ? Send your e-mail to jo_auto@111george.com'"
854421070870433795,2017-04-18 19:47:12,"b'RT @thedavedev: Announcing New Alexa Skill Builder (Beta), a Tool for Creating Skills https://t.co/RjyVJwXtUV #AmazonEcho #IoT #GameDev #Vo\xe2\x80\xa6'"
854420968743124992,2017-04-18 19:46:47,"b'RT @thedavedev: Announcing New Alexa Skill Builder (Beta), a Tool for Creating Skills https://t.co/RjyVJwXtUV #AmazonEcho #IoT #GameDev #Vo\xe2\x80\xa6'"
854419856619433985,2017-04-18 19:42:22,b'RT @Yaybe: Amazon Fire TV stick (1.Gen) hat das neue Update erhalten. Alexa integriert:-) #firetv #amazonecho'
854419821286621184,2017-04-18 19:42:14,"b'RT @amazonecho: Amazon Echo spielt Deine Musik, liest H\xc3\xb6rb\xc3\xbccher, liefert Nachrichten, Wetterinformationen und vieles mehr #FragAlexa https:\xe2\x80\xa6'"
854419179931394050,2017-04-18 19:39:41,b'Amazon Fire TV stick (1.Gen) hat das neue Update erhalten. Alexa integriert:-) #firetv #amazonecho'
854419025362796544,2017-04-18 19:39:04,"b'RT @thedavedev: Announcing New Alexa Skill Builder (Beta), a Tool for Creating Skills https://t.co/RjyVJwXtUV #AmazonEcho #IoT #GameDev #Vo\xe2\x80\xa6'"
854418845267841024,2017-04-18 19:38:21,b'RT @Allison_Kip: Shuffling @lildickytweets songs on my #AmazonEcho to clean the house \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc'
854418018406944768,2017-04-18 19:35:04,b'Shuffling @lildickytweets songs on my #AmazonEcho to clean the house \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc'
854417026139467777,2017-04-18 19:31:07,b'Will #discovery take a turn with the rise of #GoogleHome and #AmazonEcho? https://t.co/bBCHGSoWO9 #iot #ediscovery #legaltech #dataprivacy'
854413494485045248,2017-04-18 19:17:05,"b'RT @RTICorp: .@_kasita tiny house is packed w/ smart home automation from RTI, @Lutron, @amazonecho &amp; more! #itsundercontrol: https://t.co/\xe2\x80\xa6'"
854411629542252544,2017-04-18 19:09:41,"b'RT @thedavedev: Announcing New Alexa Skill Builder (Beta), a Tool for Creating Skills https://t.co/RjyVJwXtUV #AmazonEcho #IoT #GameDev #Vo\xe2\x80\xa6'"
854411002607157248,2017-04-18 19:07:11,"b'Like my new look? Ask me medical questions on your @amazonecho  with ""Alexa, Ask Doctor Dex."" #AmazonAlexa #AI\xe2\x80\xa6 https://t.co/eD9dBRasgX'"
854410139495006208,2017-04-18 19:03:46,"b""RT @SyncronSCM: We're getting our booth ready at #FieldServiceUSA! Stop by #905 tomorrow for a chance to win an #AmazonEcho &amp; $100! @fields\xe2\x80\xa6"""
854409908116213760,2017-04-18 19:02:50,b'RT @TastingTable: 6 reasons why you should really have an @amazonecho in your kitchen: https://t.co/y2B7JRMv0T https://t.co/LWfS5gvgF6'
854409770618560512,2017-04-18 19:02:18,"b'RT @Speak2Alexa: #University tech / #programming #students, Amazon has started a #AmazonEcho skill building #contest for you..\n\nLINK: https\xe2\x80\xa6'"
854409750502625284,2017-04-18 19:02:13,b'How Consumer-Grade #IoT Could Threaten Your Enterprise by #IANSFaculty @ChrisPoulin https://t.co/GVlWAluH1H \xe2\x80\x94 #infosec #security #amazonecho'
854407922624933888,2017-04-18 18:54:57,b'Find new ways to reach your audience with the @amazonecho boot camp. Learn how to build #AlexaSkills at @NABShow.\xe2\x80\xa6 https://t.co/cJUfQZwBGx'
854407889737334784,2017-04-18 18:54:49,"b""RT @roser1dozer: @amazonecho No, get rid of all Trump products. It's getting easier not to shop with you #GrabYourWallet"""
854407713782206468,2017-04-18 18:54:07,"b""RT @SyncronSCM: We're getting our booth ready at #FieldServiceUSA! Stop by #905 tomorrow for a chance to win an #AmazonEcho &amp; $100! @fields\xe2\x80\xa6"""
854407233819430912,2017-04-18 18:52:13,"b""We're getting our booth ready at #FieldServiceUSA! Stop by #905 tomorrow for a chance to win an #AmazonEcho &amp; $100!\xe2\x80\xa6 https://t.co/VRWVRY5HwC"""
